function_start,function_end,role,instruction_addr,word,opcode,disassembly,family,edge_test_status,test_evidence
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C867C,0x4480A000,mtc1,"mtc1 $zero, $f20",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8698,0xC6000000,lwc1,"lwc1 $f0, 0x0($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C869C,0x46140032,c.eq.s,"c.eq.s $f0, $f20",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8794,0xC440FFFC,lwc1,"lwc1 $f0, -0x4($v0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8798,0xE620003C,swc1,"swc1 $f0, 0x3C($s1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C87A8,0x4480A000,mtc1,"mtc1 $zero, $f20",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C87B8,0xC60C0000,lwc1,"lwc1 $f12, 0x0($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C87BC,0x46146032,c.eq.s,"c.eq.s $f12, $f20",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8800,0x4480A000,mtc1,"mtc1 $zero, $f20",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8830,0xC60C0000,lwc1,"lwc1 $f12, 0x0($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8834,0x46146032,c.eq.s,"c.eq.s $f12, $f20",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8934,0x7BB000A0,lq,"lq $s0, 0xA0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8938,0x7BB10090,lq,"lq $s1, 0x90($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C893C,0x7BB20080,lq,"lq $s2, 0x80($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8940,0x7BB30070,lq,"lq $s3, 0x70($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8944,0x7BB40060,lq,"lq $s4, 0x60($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8948,0x7BB50050,lq,"lq $s5, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C894C,0x7BB60040,lq,"lq $s6, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8950,0x7BB70030,lq,"lq $s7, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C8954,0x7BBE0020,lq,"lq $fp, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C85D0,0x003C8968,mix dispatcher callee; indirect callbacks,0x003C895C,0xC7B400B0,lwc1,"lwc1 $f20, 0xB0($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9E54,0x7FB20010,sq,"sq $s2, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9E58,0x7FB00030,sq,"sq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9E60,0x7FB10020,sq,"sq $s1, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9E98,0x7BB00030,lq,"lq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EC0,0x7BB00030,lq,"lq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EE0,0x71004588,pextlh,"pextlh $t0, $t0, $zero",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EE4,0x71204D88,pextlh,"pextlh $t1, $t1, $zero",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EE8,0x71405588,pextlh,"pextlh $t2, $t2, $zero",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EEC,0x71605D88,pextlh,"pextlh $t3, $t3, $zero",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EF0,0x7008443F,psraw,"psraw $t0, $t0, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EF4,0x70094C3F,psraw,"psraw $t1, $t1, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EF8,0x700A543F,psraw,"psraw $t2, $t2, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9EFC,0x700B5C3F,psraw,"psraw $t3, $t3, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F00,0x48A80800,qmtc2.ni,"qmtc2.ni $t0, $vf1",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F04,0x48A91000,qmtc2.ni,"qmtc2.ni $t1, $vf2",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F08,0x48AA1800,qmtc2.ni,"qmtc2.ni $t2, $vf3",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F0C,0x48AB2000,qmtc2.ni,"qmtc2.ni $t3, $vf4",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F10,0x4BE1093C,vitof0.xyzw,"vitof0.xyzw $vf1, $vf1",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F14,0x4BE2113C,vitof0.xyzw,"vitof0.xyzw $vf2, $vf2",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F18,0x4BE3193C,vitof0.xyzw,"vitof0.xyzw $vf3, $vf3",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F1C,0x4BE4213C,vitof0.xyzw,"vitof0.xyzw $vf4, $vf4",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F20,0xF8C10000,sqc2,"sqc2 $vf1, 0x0($a2)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F24,0xF8C20010,sqc2,"sqc2 $vf2, 0x10($a2)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F2C,0xF8C30020,sqc2,"sqc2 $vf3, 0x20($a2)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F34,0xF8C40030,sqc2,"sqc2 $vf4, 0x30($a2)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F40,0x7BB00030,lq,"lq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F44,0x7BB10020,lq,"lq $s1, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F48,0x7BB20010,lq,"lq $s2, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F5C,0x7FB10030,sq,"sq $s1, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F60,0x7FB20020,sq,"sq $s2, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9F68,0x7FB00040,sq,"sq $s0, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9FE0,0x7BB00040,lq,"lq $s0, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9FE4,0x7BB10030,lq,"lq $s1, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003C9FE8,0x7BB20020,lq,"lq $s2, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA030,0x7FB00020,sq,"sq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA038,0x7FB10010,sq,"sq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0A4,0x7BB00020,lq,"lq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0A8,0x7BB10010,lq,"lq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0BC,0x7FB00110,sq,"sq $s0, 0x110($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0C0,0x7FB10100,sq,"sq $s1, 0x100($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0C8,0x7FB400D0,sq,"sq $s4, 0xD0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0D0,0x7FB200F0,sq,"sq $s2, 0xF0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0D8,0x7FB300E0,sq,"sq $s3, 0xE0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA0DC,0x7FB500C0,sq,"sq $s5, 0xC0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA1DC,0xC601004C,lwc1,"lwc1 $f1, 0x4C($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA218,0xC7A00000,lwc1,"lwc1 $f0, 0x0($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA21C,0xC7A10004,lwc1,"lwc1 $f1, 0x4($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA220,0xE600004C,swc1,"swc1 $f0, 0x4C($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA228,0xE6010050,swc1,"swc1 $f1, 0x50($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA264,0xC6000050,lwc1,"lwc1 $f0, 0x50($s0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA26C,0xE7A10000,swc1,"swc1 $f1, 0x0($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA274,0xE7A00004,swc1,"swc1 $f0, 0x4($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA330,0x7BB00110,lq,"lq $s0, 0x110($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA334,0x7BB10100,lq,"lq $s1, 0x100($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA338,0x7BB200F0,lq,"lq $s2, 0xF0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA33C,0x7BB300E0,lq,"lq $s3, 0xE0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA340,0x7BB400D0,lq,"lq $s4, 0xD0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA344,0x7BB500C0,lq,"lq $s5, 0xC0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA390,0x7FB00020,sq,"sq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA398,0x7FB10010,sq,"sq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA44C,0x7BB00020,lq,"lq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA450,0x7BB10010,lq,"lq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA464,0x7FB00070,sq,"sq $s0, 0x70($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA468,0x7FB10060,sq,"sq $s1, 0x60($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA470,0x7FB20050,sq,"sq $s2, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA478,0x7FB30040,sq,"sq $s3, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA480,0x7FB40030,sq,"sq $s4, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA540,0x44820000,mtc1,"mtc1 $v0, $f0",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA544,0x46800020,cvt.s.w,"cvt.s.w $f0, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA548,0xE7A00000,swc1,"swc1 $f0, 0x0($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA550,0x44820000,mtc1,"mtc1 $v0, $f0",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA554,0x46800020,cvt.s.w,"cvt.s.w $f0, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA55C,0xE7A00004,swc1,"swc1 $f0, 0x4($sp)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA5C8,0x7BB00070,lq,"lq $s0, 0x70($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA5CC,0x7BB10060,lq,"lq $s1, 0x60($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA5D0,0x7BB20050,lq,"lq $s2, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA5D4,0x7BB30040,lq,"lq $s3, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA5D8,0x7BB40030,lq,"lq $s4, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA618,0x7FB00020,sq,"sq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA624,0x7FB10010,sq,"sq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA690,0x7BB00020,lq,"lq $s0, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA694,0x7BB10010,lq,"lq $s1, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA6AC,0x7FB00030,sq,"sq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA6B0,0x7FB10020,sq,"sq $s1, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA6B8,0x7FB20010,sq,"sq $s2, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA6EC,0x7BB00030,lq,"lq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA704,0x48A80800,qmtc2.ni,"qmtc2.ni $t0, $vf1",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA708,0x48A91000,qmtc2.ni,"qmtc2.ni $t1, $vf2",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA70C,0x4BE1093C,vitof0.xyzw,"vitof0.xyzw $vf1, $vf1",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA710,0x4BE2113C,vitof0.xyzw,"vitof0.xyzw $vf2, $vf2",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA714,0xD8A30000,lqc2,"lqc2 $vf3, 0x0($a1)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA718,0xD8A40010,lqc2,"lqc2 $vf4, 0x10($a1)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA71C,0xD8A50020,lqc2,"lqc2 $vf5, 0x20($a1)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA720,0xD8A60030,lqc2,"lqc2 $vf6, 0x30($a1)",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA724,0x4BE118D0,vmaxx.xyzw,"vmaxx.xyzw $vf3, $vf3, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA728,0x4BE12110,vmaxx.xyzw,"vmaxx.xyzw $vf4, $vf4, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA72C,0x4BE12950,vmaxx.xyzw,"vmaxx.xyzw $vf5, $vf5, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA730,0x4BE13190,vmaxx.xyzw,"vmaxx.xyzw $vf6, $vf6, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA734,0x4BE218D4,vminix.xyzw,"vminix.xyzw $vf3, $vf3, $vf2x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA738,0x4BE22114,vminix.xyzw,"vminix.xyzw $vf4, $vf4, $vf2x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA73C,0x4BE22954,vminix.xyzw,"vminix.xyzw $vf5, $vf5, $vf2x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA740,0x4BE23194,vminix.xyzw,"vminix.xyzw $vf6, $vf6, $vf2x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA744,0x4BE3197C,vftoi0.xyzw,"vftoi0.xyzw $vf3, $vf3",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA748,0x4BE4217C,vftoi0.xyzw,"vftoi0.xyzw $vf4, $vf4",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA74C,0x4BE5297C,vftoi0.xyzw,"vftoi0.xyzw $vf5, $vf5",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA750,0x4BE6317C,vftoi0.xyzw,"vftoi0.xyzw $vf6, $vf6",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA75C,0x48271800,qmfc2.ni,"qmfc2.ni $a3, $vf3",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA760,0x48282000,qmfc2.ni,"qmfc2.ni $t0, $vf4",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA764,0x48292800,qmfc2.ni,"qmfc2.ni $t1, $vf5",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA768,0x482A3000,qmfc2.ni,"qmfc2.ni $t2, $vf6",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA76C,0x71073DC8,ppach,"ppach $a3, $t0, $a3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA770,0x71494DC8,ppach,"ppach $t1, $t2, $t1",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA774,0x7CC70000,sq,"sq $a3, 0x0($a2)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA778,0x7CC90010,sq,"sq $t1, 0x10($a2)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA788,0x7BB00030,lq,"lq $s0, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA78C,0x7BB10020,lq,"lq $s1, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003C9E50,0x003CA7A0,decoder upstream caller,0x003CA790,0x7BB20010,lq,"lq $s2, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CCF94,0x7FB00050,sq,"sq $s0, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CCF98,0x7FB30020,sq,"sq $s3, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CCFA0,0x7FB10040,sq,"sq $s1, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CCFA8,0x7FB20030,sq,"sq $s2, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CCFAC,0x7FB40010,sq,"sq $s4, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD004,0xC4400000,lwc1,"lwc1 $f0, 0x0($v0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD008,0xE4600000,swc1,"swc1 $f0, 0x0($v1)",COP1,untested,No matching PCSX2 edge-input semantics test found
